"broker";"currency";"date";"fee";"assetType";"price";"shares";"tax";"type";"wkn";"description"
"GENO Broker GmbH";"EUR";"2022-12-13";"50,01";"Security";"136,0400";"250,00";"0,00";"Buy";"766403";"VOLKSWAGEN AG VZO O.N."
