"broker";"currency";"date";"fee";"assetType";"price";"shares";"tax";"type";"wkn";"description"
"GENO Broker GmbH";"EUR";"2022-12-19";"50,01";"Security";"122,3040";"250,00";"0,00";"Sell";"766403";"VOLKSWAGEN AG VZO O.N."
